gen	neutral	del	ben
7915 	 14205.4 	 1022.74 	 2777.22
7916 	 14206.7 	 1023.1 	 2777.74
7917 	 14208.2 	 1022.56 	 2777.84
7918 	 14209.7 	 1022.41 	 2778.01
7919 	 14212 	 1022.84 	 2778.38
7920 	 14213.2 	 1023.1 	 2778.93
7921 	 14216.7 	 1023.11 	 2779.26
7922 	 14218.3 	 1023.18 	 2779.36
7923 	 14220 	 1022.73 	 2779.67
7924 	 14221.3 	 1022.86 	 2780.11
7925 	 14222.8 	 1022.62 	 2780.48
7926 	 14225.8 	 1022.93 	 2780.75
7927 	 14227.8 	 1023.04 	 2780.85
7928 	 14229.9 	 1022.89 	 2781.03
7929 	 14232 	 1023.15 	 2781.33
7930 	 14233.5 	 1023.03 	 2781.31
7931 	 14235.2 	 1022.92 	 2781.6
7932 	 14238 	 1023.04 	 2781.91
7933 	 14239.4 	 1022.94 	 2782.22
7934 	 14240.8 	 1022.91 	 2782.49
7935 	 14242 	 1022.99 	 2782.63
7936 	 14242.4 	 1022.89 	 2782.76
7937 	 14246.3 	 1022.68 	 2783.05
7938 	 14247.6 	 1023.4 	 2783.25
7939 	 14249.2 	 1023.71 	 2783.61
7940 	 14249.7 	 1023.84 	 2784.23
7941 	 14252.8 	 1024.05 	 2784.54
7942 	 14253.3 	 1024.49 	 2784.85
7943 	 14254 	 1024.54 	 2784.85
7944 	 14256.1 	 1024.52 	 2785.11
7945 	 14260.4 	 1024.76 	 2785.56
7946 	 14262.3 	 1024.9 	 2786.07
7947 	 14263.8 	 1024.68 	 2786.45
7948 	 14265.5 	 1024.89 	 2786.8
7949 	 14267.5 	 1025.39 	 2786.88
7950 	 14270.2 	 1026.11 	 2787.27
7951 	 14270.8 	 1025.88 	 2787.47
7952 	 14273 	 1026 	 2787.74
7953 	 14274.2 	 1026.24 	 2788.1
7954 	 14277.8 	 1026.27 	 2788.22
7955 	 14278.5 	 1026.51 	 2788.58
7956 	 14279.6 	 1026.46 	 2788.85
7957 	 14281.2 	 1026.85 	 2789.26
7958 	 14283.9 	 1027.05 	 2789.46
7959 	 14285 	 1026.75 	 2789.62
7960 	 14287.2 	 1026.92 	 2789.96
7961 	 14289 	 1027.55 	 2790.31
7962 	 14291.5 	 1027.25 	 2790.63
7963 	 14293.6 	 1027.49 	 2791.09
7964 	 14294.5 	 1027.6 	 2791.39
7965 	 14294.3 	 1027.83 	 2791.65
7966 	 14294.5 	 1028.62 	 2791.93
7967 	 14295.4 	 1028.88 	 2792.35
7968 	 14296.5 	 1028.63 	 2792.61
7969 	 14296.6 	 1028.21 	 2793.14
7970 	 14298.5 	 1029.07 	 2793.67
7971 	 14300.2 	 1028.74 	 2794.13
7972 	 14301.9 	 1028.63 	 2794.66
7973 	 14301.9 	 1028.74 	 2794.81
7974 	 14303.4 	 1028.96 	 2795.24
7975 	 14303.8 	 1028.95 	 2795.86
7976 	 14304.6 	 1028.95 	 2796.2
7977 	 14305.6 	 1029.63 	 2796.66
7978 	 14307.4 	 1029.49 	 2797.18
7979 	 14308.5 	 1029.6 	 2797.42
7980 	 14308.9 	 1030.06 	 2797.74
7981 	 14309.9 	 1030.47 	 2798.15
7982 	 14311.7 	 1030.6 	 2798.59
7983 	 14314.1 	 1030.87 	 2798.92
7984 	 14316.8 	 1031.22 	 2799.61
7985 	 14318 	 1032.08 	 2799.96
7986 	 14318.7 	 1032.42 	 2800.33
7987 	 14321 	 1032.15 	 2800.73
7988 	 14322 	 1032.35 	 2801.06
7989 	 14323.7 	 1032.4 	 2801.68
7990 	 14324.8 	 1032.26 	 2802.14
7991 	 14328.2 	 1032.52 	 2802.31
7992 	 14328.9 	 1032.36 	 2802.62
7993 	 14332.5 	 1032.64 	 2803
7994 	 14333.6 	 1032.56 	 2803.46
7995 	 14334 	 1032.1 	 2803.62
7996 	 14335.8 	 1032.13 	 2804.19
7997 	 14338 	 1032.43 	 2804.72
7998 	 14339.5 	 1032.46 	 2804.95
7999 	 14341.1 	 1032.72 	 2805.15
8000 	 14343.4 	 1033.02 	 2805.41
8001 	 14344.8 	 1033.05 	 2806.12
8002 	 14344.3 	 1032.93 	 2806.81
8003 	 14345.7 	 1032.71 	 2807.11
8004 	 14347.1 	 1032.38 	 2807.7
8005 	 14348.9 	 1032.29 	 2808.07
8006 	 14351.5 	 1032.52 	 2808.48
8007 	 14352.6 	 1032.68 	 2808.78
8008 	 14354.3 	 1032.52 	 2809.14
8009 	 14354.7 	 1032.57 	 2809.48
8010 	 14356.4 	 1032.84 	 2809.68
8011 	 14359.4 	 1033.13 	 2809.88
8012 	 14359.6 	 1033.39 	 2810.01
8013 	 14360.8 	 1033.22 	 2810.4
8014 	 14363.3 	 1033.61 	 2810.88
8015 	 14363.8 	 1033.8 	 2811.13
8016 	 14365.6 	 1034.03 	 2811.32
8017 	 14368.5 	 1034.34 	 2811.96
8018 	 14369.9 	 1034.41 	 2812.3
8019 	 14370.4 	 1034.98 	 2812.8
8020 	 14371.7 	 1035.32 	 2813.05
8021 	 14373.2 	 1035.82 	 2813.08
8022 	 14374.4 	 1036.26 	 2813.33
8023 	 14376.5 	 1036.27 	 2813.58
8024 	 14378.5 	 1035.76 	 2813.84
8025 	 14379.2 	 1036.17 	 2814.04
8026 	 14380.6 	 1036.96 	 2814.19
8027 	 14382.6 	 1036.87 	 2814.4
8028 	 14385.6 	 1037.61 	 2814.7
8029 	 14387.5 	 1037.98 	 2814.9
8030 	 14388.2 	 1038.31 	 2814.94
8031 	 14391.7 	 1038.45 	 2815.38
8032 	 14393.7 	 1038.61 	 2815.82
8033 	 14395 	 1038.94 	 2816.08
8034 	 14396 	 1039.44 	 2816.31
8035 	 14398.1 	 1039.93 	 2816.39
8036 	 14401.2 	 1040.28 	 2816.81
8037 	 14405.8 	 1040.96 	 2817.15
8038 	 14407.9 	 1040.92 	 2817.7
8039 	 14409.8 	 1041.33 	 2818.36
8040 	 14412.1 	 1041.55 	 2818.53
8041 	 14414.9 	 1041.86 	 2818.73
8042 	 14416.6 	 1042.04 	 2818.93
8043 	 14418 	 1042.57 	 2819.58
8044 	 14416.3 	 1043.44 	 2819.77
8045 	 14419.1 	 1043.25 	 2820.31
8046 	 14421.8 	 1043.78 	 2820.67
8047 	 14422.9 	 1044.32 	 2820.92
8048 	 14425.1 	 1044.44 	 2821.38
8049 	 14428.6 	 1044.7 	 2821.73
8050 	 14431.1 	 1045.07 	 2821.85
8051 	 14434.3 	 1045.64 	 2822.56
8052 	 14436.8 	 1045.74 	 2822.79
8053 	 14440.4 	 1046.16 	 2822.93
8054 	 14441.2 	 1046.6 	 2823.34
8055 	 14444 	 1046.59 	 2823.7
8056 	 14446.5 	 1046.53 	 2823.93
8057 	 14449.1 	 1046.43 	 2824.16
8058 	 14451.9 	 1046.33 	 2824.39
8059 	 14453.1 	 1046.44 	 2824.61
8060 	 14455.6 	 1046.62 	 2824.91
8061 	 14456.4 	 1046.85 	 2825.25
8062 	 14458.8 	 1047.82 	 2825.33
8063 	 14461.8 	 1048.65 	 2825.84
8064 	 14464.6 	 1049.29 	 2825.93
8065 	 14465.1 	 1049.71 	 2826.34
8066 	 14465.7 	 1050.21 	 2826.43
8067 	 14469.5 	 1050.24 	 2826.84
8068 	 14472.2 	 1050.47 	 2827.01
8069 	 14474.2 	 1050.93 	 2827.24
8070 	 14475.4 	 1051.29 	 2827.45
8071 	 14476.5 	 1051.44 	 2827.64
8072 	 14477.2 	 1051.4 	 2827.9
8073 	 14479.1 	 1051.15 	 2828.14
8074 	 14480.7 	 1050.92 	 2828.49
8075 	 14482.6 	 1051.18 	 2828.76
8076 	 14485.2 	 1051.37 	 2828.91
8077 	 14487.5 	 1051.55 	 2829.1
8078 	 14490.7 	 1052.41 	 2829.56
8079 	 14492.2 	 1052.98 	 2829.75
8080 	 14494.1 	 1053.06 	 2830.13
8081 	 14496.6 	 1053.31 	 2830.61
8082 	 14496.2 	 1053.16 	 2830.99
8083 	 14497 	 1053.5 	 2831.21
8084 	 14499.1 	 1053.71 	 2831.56
8085 	 14503 	 1053.72 	 2831.83
8086 	 14504.1 	 1053.78 	 2831.95
8087 	 14505 	 1053.6 	 2832.21
8088 	 14507.7 	 1053.71 	 2832.56
8089 	 14508.8 	 1053.83 	 2833.01
8090 	 14511.8 	 1054.02 	 2833.1
8091 	 14511.9 	 1054.3 	 2833.59
8092 	 14512.6 	 1054.26 	 2833.82
8093 	 14514.9 	 1054.87 	 2833.7
8094 	 14516.5 	 1055.14 	 2833.85
8095 	 14520.7 	 1055.06 	 2834.28
8096 	 14522.3 	 1055.33 	 2834.59
8097 	 14523.5 	 1055.77 	 2834.87
8098 	 14524.6 	 1055.98 	 2835.02
8099 	 14526.1 	 1055.78 	 2835.4
8100 	 14526.4 	 1055.61 	 2835.77
8101 	 14528.2 	 1056.02 	 2836.07
8102 	 14530.8 	 1055.9 	 2836.27
8103 	 14533.7 	 1056.05 	 2836.6
8104 	 14536.8 	 1056.37 	 2836.87
8105 	 14538.4 	 1056.53 	 2837.03
8106 	 14540.1 	 1056.16 	 2837.13
8107 	 14541.5 	 1056.68 	 2837.66
8108 	 14543.2 	 1056.87 	 2837.86
8109 	 14544.1 	 1056.83 	 2838.16
8110 	 14545.9 	 1056.87 	 2838.5
8111 	 14548.9 	 1057.02 	 2838.89
8112 	 14549.5 	 1057 	 2839.17
8113 	 14550.3 	 1057 	 2839.43
8114 	 14550.3 	 1057.5 	 2839.6
8115 	 14551.7 	 1057.91 	 2839.78
8116 	 14554.9 	 1058.14 	 2840.18
8117 	 14556.9 	 1058.39 	 2840.79
8118 	 14558.5 	 1058.53 	 2841.15
8119 	 14561.6 	 1058.31 	 2841.27
8120 	 14562.3 	 1058.61 	 2841.59
8121 	 14563.7 	 1058.88 	 2841.97
8122 	 14566.4 	 1059.07 	 2842.22
8123 	 14570 	 1059.38 	 2842.57
8124 	 14570.9 	 1059.54 	 2842.87
8125 	 14571.9 	 1059.52 	 2843.02
8126 	 14572.8 	 1059.79 	 2843.46
8127 	 14574.8 	 1059.75 	 2843.83
8128 	 14576.6 	 1059.9 	 2844.4
8129 	 14580.2 	 1059.85 	 2844.5
8130 	 14582.1 	 1060.06 	 2844.53
8131 	 14582.5 	 1060.05 	 2844.94
8132 	 14584.6 	 1060.1 	 2845.37
8133 	 14586.8 	 1059.88 	 2845.59
8134 	 14589.6 	 1060.11 	 2845.76
8135 	 14591.7 	 1060.14 	 2846.24
8136 	 14592.8 	 1060.21 	 2846.58
8137 	 14595.1 	 1060.48 	 2846.86
8138 	 14598.4 	 1060.52 	 2847.02
8139 	 14599 	 1060.58 	 2847.34
8140 	 14601.2 	 1060.84 	 2847.64
8141 	 14603.2 	 1061.13 	 2847.81
8142 	 14604.9 	 1061.67 	 2847.79
8143 	 14608.1 	 1061.36 	 2848.27
8144 	 14608.8 	 1061.47 	 2848.55
8145 	 14611.3 	 1061.23 	 2848.9
8146 	 14614.5 	 1061.77 	 2849.23
8147 	 14617.1 	 1062.32 	 2849.52
8148 	 14619.6 	 1062.33 	 2849.91
8149 	 14622.1 	 1062.52 	 2850.41
8150 	 14624.7 	 1062.62 	 2850.68
8151 	 14627.3 	 1062.69 	 2850.97
8152 	 14628.6 	 1063.28 	 2851.16
8153 	 14630.9 	 1063.16 	 2851.45
8154 	 14634 	 1063.23 	 2851.51
8155 	 14635.5 	 1063.62 	 2851.74
8156 	 14635.5 	 1063.57 	 2852.07
8157 	 14636.4 	 1064.05 	 2852.44
8158 	 14638.7 	 1064.36 	 2852.74
8159 	 14640.1 	 1064.59 	 2852.94
8160 	 14642.7 	 1064.11 	 2853.11
8161 	 14643.8 	 1064.29 	 2853.51
8162 	 14646.3 	 1064.83 	 2853.9
8163 	 14647.9 	 1064.93 	 2854.11
8164 	 14649.6 	 1065.52 	 2854.23
8165 	 14653.1 	 1065.99 	 2854.45
8166 	 14654.3 	 1066.2 	 2854.64
8167 	 14657.7 	 1066.66 	 2855.22
8168 	 14660.6 	 1066.92 	 2855.53
8169 	 14661.3 	 1066.9 	 2855.98
8170 	 14663.8 	 1067.57 	 2856.14
8171 	 14664.6 	 1067.51 	 2856.75
8172 	 14668.2 	 1068.31 	 2856.92
8173 	 14669.7 	 1068.46 	 2857.16
8174 	 14671.1 	 1068.68 	 2857.28
8175 	 14672 	 1068.72 	 2857.45
8176 	 14673.5 	 1069.06 	 2857.73
8177 	 14672.9 	 1069.91 	 2857.74
8178 	 14673.4 	 1070.74 	 2857.91
8179 	 14674.1 	 1071.44 	 2858.18
8180 	 14675.9 	 1071.92 	 2858.63
8181 	 14677 	 1072.2 	 2858.77
8182 	 14679.1 	 1072.14 	 2859.1
8183 	 14679.3 	 1072.18 	 2859.5
8184 	 14681.1 	 1072.08 	 2859.59
8185 	 14682.4 	 1072.09 	 2859.84
8186 	 14683.5 	 1072.23 	 2859.92
8187 	 14685.9 	 1072.36 	 2860.02
8188 	 14685.9 	 1072.42 	 2860.34
8189 	 14687.1 	 1072.88 	 2860.66
8190 	 14691.1 	 1072.66 	 2861.05
8191 	 14693.4 	 1073.22 	 2861.57
8192 	 14693.5 	 1073.18 	 2862.04
8193 	 14695.2 	 1073.29 	 2862.25
8194 	 14695.9 	 1073.01 	 2862.41
8195 	 14697.9 	 1072.73 	 2862.86
8196 	 14699.2 	 1073 	 2863.4
8197 	 14701.1 	 1073.13 	 2863.6
8198 	 14702.7 	 1073.36 	 2863.78
8199 	 14704.6 	 1073.8 	 2864.04
8200 	 14704.6 	 1074.06 	 2864.38
8201 	 14707.1 	 1073.73 	 2864.95
8202 	 14708.6 	 1073.41 	 2865.28
8203 	 14711.2 	 1074.24 	 2865.63
8204 	 14711.2 	 1074.05 	 2865.96
8205 	 14712.6 	 1074.48 	 2866.17
8206 	 14714 	 1074.54 	 2866.53
8207 	 14713.7 	 1074.87 	 2866.86
8208 	 14716.1 	 1074.76 	 2867.06
8209 	 14717.3 	 1074.45 	 2867.36
8210 	 14719.6 	 1074.59 	 2867.97
8211 	 14721.7 	 1075.05 	 2868.39
8212 	 14724.3 	 1075.77 	 2868.79
8213 	 14727.2 	 1075.19 	 2869.08
8214 	 14727.3 	 1075.37 	 2869.28
8215 	 14728.6 	 1075.64 	 2869.42
8216 	 14730 	 1075.43 	 2870.05
8217 	 14731.3 	 1075.84 	 2870.15
8218 	 14733 	 1075.91 	 2870.56
8219 	 14733.5 	 1076.17 	 2870.95
8220 	 14736.4 	 1075.7 	 2871.48
8221 	 14737.7 	 1075.83 	 2871.91
8222 	 14739.1 	 1076.06 	 2872.46
8223 	 14740.5 	 1075.7 	 2872.86
8224 	 14741.8 	 1075.71 	 2872.74
8225 	 14743.5 	 1075.88 	 2873.01
8226 	 14744.9 	 1075.75 	 2873.41
8227 	 14746.7 	 1075.94 	 2873.44
8228 	 14748.7 	 1075.81 	 2873.72
8229 	 14749.2 	 1075.92 	 2874.05
8230 	 14749.5 	 1075.74 	 2874.28
8231 	 14752.8 	 1076.49 	 2874.78
8232 	 14754.4 	 1076.42 	 2875.05
8233 	 14757.1 	 1076.4 	 2875.57
8234 	 14758 	 1076.24 	 2876.03
8235 	 14759.8 	 1076.82 	 2876.11
8236 	 14761.6 	 1077.07 	 2876.57
8237 	 14763.5 	 1076.92 	 2876.78
8238 	 14765.1 	 1076.61 	 2877.14
8239 	 14766.9 	 1076.74 	 2877.62
8240 	 14768.9 	 1077.22 	 2877.9
8241 	 14770.7 	 1077.47 	 2878.27
8242 	 14772.8 	 1077.46 	 2878.65
8243 	 14775.5 	 1077.03 	 2878.85
8244 	 14777.3 	 1077.41 	 2879.12
8245 	 14779.7 	 1077.61 	 2879.7
8246 	 14779.8 	 1077.47 	 2880.16
8247 	 14781.1 	 1077.37 	 2880.57
8248 	 14782.7 	 1077.8 	 2880.78
8249 	 14785.4 	 1077.98 	 2881.26
8250 	 14786.7 	 1077.91 	 2881.4
8251 	 14787.8 	 1077.76 	 2881.59
8252 	 14789.9 	 1077.7 	 2881.75
8253 	 14791.2 	 1077.46 	 2882.09
8254 	 14792.7 	 1077.36 	 2882.46
8255 	 14793.7 	 1077.64 	 2882.78
8256 	 14796.6 	 1077.29 	 2883.17
8257 	 14798.5 	 1076.89 	 2883.52
8258 	 14800.5 	 1076.94 	 2884.06
8259 	 14801.1 	 1077.29 	 2884.52
8260 	 14803.1 	 1077.35 	 2884.88
8261 	 14806 	 1077.54 	 2885.06
8262 	 14807.5 	 1077.95 	 2885.47
8263 	 14810.2 	 1077.64 	 2885.8
8264 	 14809.5 	 1077.31 	 2885.94
8265 	 14812.6 	 1077.76 	 2886.17
8266 	 14813.5 	 1077.99 	 2886.63
8267 	 14814.8 	 1078.21 	 2886.74
8268 	 14814.9 	 1078.33 	 2886.99
8269 	 14816.8 	 1078.27 	 2887.32
8270 	 14817.6 	 1078.4 	 2887.52
8271 	 14819.3 	 1078.03 	 2888.02
8272 	 14819.5 	 1078.09 	 2888.62
8273 	 14821.4 	 1078.44 	 2889.14
8274 	 14824.1 	 1078.99 	 2889.42
8275 	 14826.9 	 1079.13 	 2889.74
8276 	 14827.5 	 1078.68 	 2890.15
8277 	 14828.7 	 1079.06 	 2890.18
8278 	 14831.4 	 1079.24 	 2890.35
8279 	 14833 	 1079.44 	 2890.94
8280 	 14835 	 1080.14 	 2891.41
8281 	 14836.2 	 1080.36 	 2891.69
8282 	 14840.3 	 1080.23 	 2891.93
8283 	 14843.4 	 1080.21 	 2892.42
8284 	 14843.7 	 1080.5 	 2892.41
8285 	 14845.5 	 1080.29 	 2892.76
8286 	 14846.9 	 1080.68 	 2892.79
8287 	 14849.1 	 1080.91 	 2893.46
8288 	 14851 	 1081.1 	 2893.79
8289 	 14851.3 	 1080.4 	 2894.35
8290 	 14852.6 	 1080.22 	 2894.62
8291 	 14853.5 	 1079.96 	 2894.81
8292 	 14855 	 1079.67 	 2894.99
8293 	 14856.2 	 1079.66 	 2895.28
8294 	 14857.5 	 1080.15 	 2895.84
8295 	 14860.2 	 1080.21 	 2896.16
8296 	 14861.8 	 1080.44 	 2896.49
8297 	 14862.3 	 1080.29 	 2897.02
8298 	 14863.4 	 1080.58 	 2897.18
8299 	 14864.9 	 1081.15 	 2897.61
8300 	 14865.2 	 1081.6 	 2897.82
8301 	 14867.7 	 1081.87 	 2898.34
8302 	 14870.5 	 1082.24 	 2898.72
8303 	 14872.6 	 1082.2 	 2898.86
8304 	 14875.4 	 1082.46 	 2898.86
8305 	 14875.3 	 1083.17 	 2899.29
8306 	 14876.9 	 1083.33 	 2899.69
8307 	 14878.5 	 1083.56 	 2899.86
8308 	 14881.5 	 1083.61 	 2900.43
8309 	 14882.7 	 1083.96 	 2900.76
8310 	 14885.2 	 1084.39 	 2901.08
8311 	 14887.7 	 1084.79 	 2901.19
8312 	 14889.1 	 1084.81 	 2901.48
8313 	 14891 	 1084.65 	 2901.91
8314 	 14893.1 	 1084.62 	 2902.37
8315 	 14894.5 	 1084.74 	 2902.47
8316 	 14896.8 	 1084.87 	 2902.77
8317 	 14898.7 	 1084.89 	 2903.25
8318 	 14901.5 	 1084.33 	 2903.57
8319 	 14903.4 	 1084.75 	 2903.99
8320 	 14906.3 	 1084.89 	 2903.98
8321 	 14908.5 	 1084.72 	 2904.16
8322 	 14911.3 	 1084.74 	 2904.26
8323 	 14913.4 	 1085.14 	 2904.84
8324 	 14914.3 	 1084.57 	 2905.21
8325 	 14917.7 	 1084.53 	 2905.82
8326 	 14921.4 	 1084.86 	 2906.24
8327 	 14924.2 	 1085.21 	 2906.85
8328 	 14926.9 	 1085.22 	 2907.36
8329 	 14928.7 	 1085.36 	 2907.76
8330 	 14929.7 	 1085.81 	 2907.82
8331 	 14932.2 	 1086.15 	 2908.1
8332 	 14935.2 	 1086.15 	 2908.21
8333 	 14937.9 	 1086.04 	 2908.22
8334 	 14940.9 	 1086.67 	 2908.57
8335 	 14943.8 	 1086.58 	 2908.84
8336 	 14944 	 1086.62 	 2908.85
8337 	 14946.6 	 1086.39 	 2909.08
8338 	 14947.8 	 1085.85 	 2909.41
8339 	 14947.9 	 1085.97 	 2909.75
8340 	 14948.3 	 1085.87 	 2909.88
8341 	 14950.7 	 1085.2 	 2910.2
8342 	 14950.5 	 1085.89 	 2910.64
8343 	 14953.2 	 1085.39 	 2910.81
8344 	 14955 	 1086.2 	 2911.13
8345 	 14957.2 	 1086.58 	 2911.48
8346 	 14959.8 	 1086.41 	 2911.63
8347 	 14960.6 	 1086.8 	 2912.3
8348 	 14963.7 	 1087.32 	 2913.05
8349 	 14965.8 	 1087.71 	 2913.26
8350 	 14966.4 	 1088.01 	 2913.53
8351 	 14970.5 	 1087.83 	 2913.88
8352 	 14970.5 	 1088.01 	 2914.3
8353 	 14973.6 	 1088.41 	 2914.57
8354 	 14977.1 	 1088.92 	 2914.83
8355 	 14978.3 	 1089.27 	 2915.34
8356 	 14979.5 	 1089.78 	 2915.65
8357 	 14979.3 	 1089.72 	 2915.97
8358 	 14981.1 	 1089.8 	 2916.12
8359 	 14983.7 	 1090.81 	 2916.63
8360 	 14984.9 	 1091.12 	 2917.01
8361 	 14986.7 	 1091.97 	 2917.39
8362 	 14989.1 	 1091.81 	 2918.05
8363 	 14989.1 	 1092.15 	 2918.28
8364 	 14991.6 	 1092.31 	 2918.81
8365 	 14993.7 	 1092.43 	 2919.02
8366 	 14995.7 	 1092.77 	 2919.46
8367 	 14996.7 	 1092.97 	 2919.91
8368 	 14998.7 	 1093.19 	 2920.37
8369 	 15000.8 	 1093.55 	 2920.87
8370 	 15002.3 	 1093.56 	 2921.37
8371 	 15005.4 	 1093.74 	 2921.78
8372 	 15008.6 	 1094.02 	 2922.36
8373 	 15010.2 	 1094.43 	 2922.71
8374 	 15011.5 	 1094.37 	 2922.86
8375 	 15013.5 	 1094.35 	 2923.16
8376 	 15015 	 1094.32 	 2923.37
8377 	 15015.3 	 1093.97 	 2923.8
8378 	 15015.9 	 1093.73 	 2924.35
8379 	 15016.9 	 1093.86 	 2924.8
8380 	 15017.1 	 1093.73 	 2925.29
8381 	 15019.8 	 1093.7 	 2925.83
8382 	 15023 	 1093.88 	 2926.1
8383 	 15024.6 	 1094.74 	 2926.38
8384 	 15024.8 	 1095.09 	 2926.69
8385 	 15026.7 	 1095.28 	 2926.97
8386 	 15028.7 	 1095.1 	 2927.37
8387 	 15030.3 	 1095.21 	 2927.76
8388 	 15032.9 	 1095.86 	 2928.18
8389 	 15033.9 	 1095.71 	 2928.57
8390 	 15036.1 	 1095.51 	 2928.66
8391 	 15037.4 	 1095.36 	 2929.23
8392 	 15038.3 	 1095.57 	 2929.77
8393 	 15039.5 	 1096.06 	 2930.16
8394 	 15041.3 	 1095.98 	 2930.67
8395 	 15044 	 1096.25 	 2931.08
8396 	 15045.9 	 1096.17 	 2931.6
8397 	 15048 	 1096.27 	 2931.96
8398 	 15051.1 	 1096.36 	 2932.7
8399 	 15054.3 	 1096.3 	 2933.2
8400 	 15058.6 	 1096.74 	 2933.65
8401 	 15058.7 	 1096.66 	 2934.05
8402 	 15060 	 1096.59 	 2934.56
8403 	 15061.8 	 1096.97 	 2935.11
8404 	 15062.5 	 1096.85 	 2935.69
8405 	 15063.7 	 1097.51 	 2936.21
8406 	 15066.2 	 1097.34 	 2936.78
8407 	 15066.6 	 1097.46 	 2937.34
8408 	 15068.6 	 1098.28 	 2937.61
8409 	 15070.4 	 1098.01 	 2938.24
8410 	 15072.3 	 1098.2 	 2938.84
8411 	 15074.2 	 1097.99 	 2939.51
8412 	 15076 	 1097.68 	 2940.29
8413 	 15076.3 	 1097.71 	 2940.75
8414 	 15078.7 	 1097.65 	 2941.26
8415 	 15079.7 	 1097.33 	 2942.2
8416 	 15081.7 	 1097.37 	 2942.57
8417 	 15084.7 	 1097.53 	 2943.08
8418 	 15084 	 1097.37 	 2943.43
8419 	 15086.4 	 1097.35 	 2944.26
8420 	 15089.2 	 1097.25 	 2944.57
8421 	 15092 	 1097.17 	 2944.92
8422 	 15090.9 	 1097.4 	 2945.5
8423 	 15092.9 	 1097.65 	 2945.79
8424 	 15094.9 	 1097.75 	 2946.2
8425 	 15094.9 	 1097.72 	 2946.37
8426 	 15097 	 1098.31 	 2946.97
8427 	 15099.7 	 1098.46 	 2947.56
8428 	 15102 	 1098.84 	 2948.04
8429 	 15104 	 1099.18 	 2948.43
8430 	 15105.2 	 1099.43 	 2948.41
8431 	 15106.6 	 1099.75 	 2948.51
8432 	 15108.9 	 1099.95 	 2949.03
8433 	 15111.2 	 1100.12 	 2949.28
8434 	 15113 	 1100.21 	 2949.34
8435 	 15114.4 	 1100.54 	 2949.59
8436 	 15114.7 	 1101.05 	 2949.71
8437 	 15114.1 	 1101.42 	 2950.03
8438 	 15115.1 	 1101.86 	 2950.53
8439 	 15116.7 	 1101.92 	 2951.15
8440 	 15117.1 	 1101.99 	 2951.46
8441 	 15117.3 	 1102.13 	 2951.93
8442 	 15119.1 	 1101.83 	 2952.06
8443 	 15120.2 	 1102.21 	 2952.34
8444 	 15122.5 	 1102.39 	 2952.91
8445 	 15125.2 	 1102.34 	 2953.02
8446 	 15127.1 	 1102.38 	 2953.49
8447 	 15129 	 1102.37 	 2953.95
8448 	 15131.2 	 1102.91 	 2954.39
8449 	 15131.9 	 1102.95 	 2954.8
8450 	 15133.2 	 1103.33 	 2954.95
8451 	 15133.6 	 1103 	 2955.42
8452 	 15135.3 	 1103.52 	 2955.93
8453 	 15137.8 	 1103.94 	 2956.2
8454 	 15141.6 	 1103.94 	 2956.37
8455 	 15142.3 	 1103.58 	 2956.66
8456 	 15147 	 1103.63 	 2956.99
8457 	 15148.6 	 1103.71 	 2957.63
8458 	 15149.4 	 1103.66 	 2957.83
8459 	 15151.9 	 1103.94 	 2958.38
8460 	 15154.5 	 1104.17 	 2958.68
8461 	 15158.4 	 1104.44 	 2958.98
8462 	 15161 	 1104.2 	 2959.26
8463 	 15162.6 	 1104.37 	 2959.58
8464 	 15163.3 	 1104.64 	 2960.14
8465 	 15164.5 	 1105.09 	 2960.35
8466 	 15166.4 	 1105.11 	 2960.73
8467 	 15168.3 	 1105.09 	 2960.77
8468 	 15169.2 	 1104.95 	 2960.96
8469 	 15171.7 	 1104.71 	 2961.52
8470 	 15173.1 	 1104.61 	 2962
8471 	 15173.8 	 1104.2 	 2962.26
8472 	 15173.8 	 1104.44 	 2962.3
8473 	 15175.2 	 1104.98 	 2962.82
8474 	 15177.7 	 1105.3 	 2963.44
8475 	 15179.9 	 1105.42 	 2963.93
8476 	 15181.4 	 1105.36 	 2964.2
8477 	 15183.9 	 1105.59 	 2964.67
8478 	 15184.7 	 1105.6 	 2964.66
8479 	 15186.4 	 1105.8 	 2964.9
8480 	 15186.6 	 1106.02 	 2965.12
8481 	 15188.5 	 1105.86 	 2965.26
8482 	 15190 	 1105.57 	 2965.71
8483 	 15189.5 	 1105.6 	 2966.12
8484 	 15191 	 1105.79 	 2966.42
8485 	 15194.8 	 1105.74 	 2966.71
8486 	 15196.7 	 1106.35 	 2966.61
8487 	 15198.2 	 1106.85 	 2966.89
8488 	 15200.4 	 1107.18 	 2967.35
8489 	 15201.3 	 1107.58 	 2967.73
8490 	 15202 	 1108.08 	 2968.08
8491 	 15204.3 	 1108.54 	 2968.22
8492 	 15206.1 	 1108.53 	 2968.59
8493 	 15207.9 	 1108.37 	 2968.91
8494 	 15210.1 	 1108.68 	 2969.34
8495 	 15212.7 	 1108.52 	 2969.64
8496 	 15212.9 	 1108.36 	 2969.98
8497 	 15213.6 	 1107.8 	 2970.6
8498 	 15215.3 	 1107.76 	 2970.86
8499 	 15214.9 	 1107.75 	 2971.38
8500 	 15215.2 	 1108 	 2972.09
8501 	 15216.9 	 1108.38 	 2972.45
8502 	 15219 	 1108.56 	 2973.13
